154.142857,156.000000,157.571429,157.357143,157.214286,156.857143,156.571429,156.571429,157.285714,157.857143,157.357143,157.714286,158.571429,157.785714,156.214286,153.857143,152.357143,153.357143,157.214286,160.714286,161.071429,159.785714,158.928571,156.500000,157.571429,157.500000,156.357143,156.642857,154.642857,153.428571,151.785714,148.142857,142.428571,134.642857,125.642857,115.142857,105.428571,94.500000,85.571429,80.285714,77.214286,77.857143,77.500000,72.857143,71.000000,70.785714,71.285714,70.785714,67.928571,69.928571,70.428571,71.428571,70.714286,68.142857,67.285714,66.857143,68.142857,73.071429,79.928571,88.500000,95.642857,101.214286,114.428571,123.928571,129.000000,132.428571,137.285714,141.142857,147.785714,152.357143,153.785714,154.000000,156.214286,157.428571,158.500000,160.214286,162.000000,162.571429,163.714286,165.928571,167.214286,166.857143,165.000000,165.142857,166.000000,165.642857,163.000000,159.428571,156.214286,155.000000,152.000000,148.642857,145.928571,143.500000,142.642857,142.642857,142.785714,142.500000,143.000000,143.785714
153.357143,155.285714,156.714286,156.785714,157.214286,157.142857,156.928571,157.142857,157.285714,157.500000,157.500000,158.000000,158.714286,157.714286,156.071429,153.214286,152.928571,155.857143,161.142857,161.571429,159.571429,157.071429,156.928571,154.857143,154.928571,155.428571,154.000000,152.928571,151.285714,147.285714,140.357143,130.285714,117.857143,108.071429,99.500000,91.142857,80.642857,74.500000,72.857143,72.285714,72.071429,67.214286,62.357143,59.142857,59.000000,60.285714,63.214286,67.142857,67.571429,70.928571,72.428571,73.500000,74.785714,74.142857,72.357143,70.928571,67.857143,66.214286,67.500000,74.214286,77.500000,77.857143,84.500000,94.357143,102.928571,107.785714,117.214286,127.785714,134.285714,141.357143,148.000000,150.642857,155.000000,157.214286,157.857143,158.214286,159.500000,160.571429,161.500000,162.857143,164.142857,166.285714,166.500000,165.000000,163.571429,165.642857,166.285714,163.928571,159.428571,156.142857,152.928571,150.071429,148.000000,146.357143,145.285714,144.000000,142.857143,143.357143,143.500000,143.571429
153.357143,155.785714,157.000000,156.928571,156.785714,156.714286,157.642857,157.714286,157.571429,157.785714,158.214286,158.642857,158.500000,157.785714,155.714286,153.142857,154.285714,158.785714,160.071429,159.500000,157.714286,155.785714,154.857143,154.571429,153.571429,152.142857,150.357143,145.785714,138.857143,130.857143,117.428571,105.571429,98.857143,90.785714,80.428571,74.071429,72.071429,71.428571,69.214286,67.214286,66.000000,64.500000,64.500000,64.500000,64.571429,64.500000,64.285714,66.285714,70.428571,71.571429,68.928571,67.285714,69.571429,72.857143,77.285714,77.357143,77.571429,77.357143,75.357143,73.000000,70.357143,68.285714,72.142857,75.857143,81.285714,89.571429,97.000000,101.928571,113.000000,124.571429,133.857143,140.142857,144.071429,151.000000,154.857143,156.142857,158.357143,159.357143,159.142857,160.714286,161.142857,161.928571,165.500000,166.928571,165.214286,164.428571,166.000000,166.785714,163.857143,159.214286,153.285714,149.928571,148.285714,148.071429,147.928571,146.714286,144.857143,143.142857,142.000000,141.857143
153.571429,156.500000,157.642857,157.000000,156.142857,156.357143,157.357143,157.142857,157.000000,156.642857,156.142857,156.500000,156.642857,155.642857,152.500000,154.214286,158.500000,160.000000,158.428571,156.428571,155.642857,154.428571,154.000000,152.285714,149.857143,144.928571,138.214286,133.285714,123.785714,111.428571,95.428571,87.357143,79.714286,71.357143,66.357143,65.928571,69.357143,71.214286,70.285714,70.214286,71.428571,70.714286,69.357143,68.714286,67.357143,67.571429,67.142857,66.642857,68.928571,69.000000,66.428571,62.857143,64.000000,63.785714,65.500000,68.714286,72.428571,77.785714,81.214286,79.857143,76.500000,71.571429,69.785714,72.000000,69.857143,72.071429,82.000000,94.642857,97.071429,103.357143,119.571429,125.928571,127.000000,135.214286,143.500000,149.642857,153.357143,156.428571,158.500000,159.642857,160.500000,161.285714,162.500000,165.000000,165.142857,163.428571,163.500000,165.357143,165.357143,162.357143,154.428571,149.571429,147.642857,147.357143,148.000000,147.928571,147.142857,145.214286,144.714286,143.428571
153.642857,155.000000,155.785714,154.642857,154.214286,154.642857,155.285714,155.500000,155.928571,155.500000,153.928571,154.142857,153.428571,152.071429,152.357143,157.785714,159.285714,158.214286,157.285714,156.357143,155.928571,153.357143,150.500000,147.071429,142.500000,138.000000,124.571429,108.928571,94.500000,82.285714,77.071429,75.071429,73.714286,70.428571,69.142857,70.571429,71.500000,71.642857,72.000000,72.142857,70.714286,66.714286,64.285714,62.500000,62.214286,60.857143,61.428571,60.214286,62.857143,64.285714,63.428571,60.142857,60.500000,61.642857,60.071429,59.428571,62.928571,68.214286,70.357143,76.357143,75.142857,72.285714,73.928571,73.785714,73.142857,70.214286,72.071429,75.642857,89.500000,96.428571,99.357143,108.214286,115.714286,123.071429,127.357143,135.571429,143.071429,147.785714,153.428571,156.785714,159.642857,160.785714,160.857143,163.428571,164.142857,163.785714,162.714286,162.071429,162.500000,162.857143,157.428571,152.071429,148.071429,147.071429,147.571429,148.142857,147.428571,147.500000,147.285714,146.428571
154.785714,154.428571,154.714286,154.071429,154.428571,154.642857,154.857143,155.214286,155.928571,155.571429,153.928571,154.000000,152.928571,151.285714,155.357143,159.071429,158.285714,156.642857,156.285714,156.500000,154.000000,150.928571,146.500000,140.214286,131.214286,115.428571,99.785714,84.285714,71.928571,72.642857,74.785714,74.785714,70.285714,69.500000,71.357143,69.785714,71.714286,73.214286,70.071429,69.071429,68.928571,64.857143,60.785714,60.857143,60.214286,59.714286,59.928571,58.214286,61.285714,63.428571,62.214286,58.357143,58.857143,60.714286,61.857143,58.428571,59.857143,63.285714,67.285714,68.500000,70.214286,67.571429,66.428571,72.285714,78.357143,77.928571,76.928571,73.500000,72.714286,82.000000,88.214286,91.357143,95.500000,102.642857,110.642857,117.785714,126.285714,136.500000,144.571429,152.785714,155.428571,158.142857,158.500000,160.142857,162.428571,164.071429,162.857143,159.785714,159.071429,158.928571,156.714286,155.357143,151.500000,148.357143,147.785714,147.857143,147.642857,148.714286,148.428571,148.000000
154.714286,154.571429,155.214286,155.214286,155.071429,155.214286,155.285714,155.357143,155.714286,154.428571,152.571429,150.857143,149.000000,153.642857,157.714286,158.428571,156.857143,154.285714,154.928571,154.357143,150.642857,144.857143,137.285714,122.428571,108.000000,96.500000,85.928571,74.642857,72.357143,68.785714,74.428571,76.357143,69.357143,68.071429,66.428571,65.428571,69.000000,68.642857,67.071429,66.000000,64.142857,60.571429,58.285714,57.214286,58.428571,58.785714,56.857143,58.285714,61.428571,62.714286,61.428571,58.785714,58.214286,60.142857,60.071429,58.000000,59.928571,63.500000,64.071429,67.142857,67.285714,65.000000,65.214286,66.714286,73.000000,79.285714,79.642857,79.500000,77.142857,78.642857,84.571429,83.500000,79.071429,81.214286,86.642857,93.071429,97.500000,108.428571,124.285714,136.642857,145.642857,152.285714,156.285714,156.500000,158.071429,160.357143,161.285714,161.285714,160.142857,157.642857,156.500000,159.428571,156.857143,151.357143,148.285714,148.571429,149.214286,148.785714,148.000000,147.785714
154.571429,155.000000,155.285714,155.285714,155.357143,155.428571,155.000000,154.785714,154.714286,153.214286,150.642857,148.428571,150.500000,157.285714,157.571429,155.857143,154.642857,154.000000,154.571429,152.142857,146.571429,128.928571,113.928571,104.000000,94.785714,84.928571,79.500000,76.357143,69.857143,67.857143,71.142857,70.285714,66.142857,65.071429,63.357143,63.928571,63.785714,61.571429,62.500000,61.357143,59.928571,59.285714,59.714286,59.428571,58.857143,59.500000,60.714286,62.928571,64.214286,64.928571,64.428571,61.357143,60.285714,61.785714,63.285714,62.928571,63.642857,66.857143,66.857143,66.500000,66.142857,64.000000,65.071429,66.714286,69.285714,74.785714,79.071429,81.714286,81.000000,80.714286,81.214286,77.857143,73.285714,70.928571,68.357143,71.357143,77.928571,83.500000,92.357143,111.000000,128.642857,138.357143,147.857143,154.928571,157.785714,159.000000,160.857143,161.142857,162.714286,162.571429,160.571429,160.285714,159.500000,155.428571,150.857143,149.071429,149.357143,149.357143,148.428571,147.928571
154.785714,155.285714,155.357143,155.142857,155.285714,155.714286,155.714286,154.785714,153.857143,151.428571,148.928571,150.000000,156.214286,157.714286,155.857143,154.500000,154.428571,154.142857,151.857143,148.428571,128.928571,106.785714,100.642857,93.285714,83.642857,79.428571,77.642857,68.642857,67.714286,68.357143,67.857143,68.642857,65.000000,63.928571,65.857143,64.142857,61.500000,61.428571,62.214286,63.857143,62.142857,64.000000,66.000000,66.285714,67.857143,70.785714,74.357143,77.785714,78.357143,78.285714,79.357143,76.357143,73.714286,74.428571,73.428571,73.285714,75.142857,77.857143,76.857143,75.071429,71.571429,65.142857,64.000000,66.000000,67.000000,71.928571,76.857143,77.857143,78.571429,78.071429,79.500000,75.285714,68.642857,66.857143,65.142857,66.857143,72.714286,73.428571,77.285714,87.571429,102.928571,115.857143,128.214286,143.000000,157.428571,160.785714,160.928571,161.500000,162.000000,162.642857,161.142857,160.428571,161.285714,159.071429,154.428571,150.571429,149.285714,149.285714,148.500000,148.000000
154.500000,155.071429,154.785714,155.285714,155.785714,155.428571,155.357143,155.285714,153.357143,149.785714,149.357143,154.714286,157.214286,154.642857,154.285714,155.285714,153.714286,152.142857,146.214286,130.857143,107.071429,93.285714,87.785714,80.000000,76.428571,73.642857,72.428571,66.500000,68.071429,65.071429,70.357143,69.000000,65.214286,65.428571,65.500000,64.857143,67.000000,68.357143,69.000000,69.000000,70.071429,71.642857,74.214286,76.785714,81.428571,84.357143,86.357143,87.214286,89.000000,91.285714,91.714286,90.857143,88.357143,88.857143,88.642857,87.142857,89.000000,93.928571,93.571429,91.000000,88.071429,82.357143,74.428571,69.500000,66.428571,65.071429,67.428571,70.285714,71.285714,71.785714,71.857143,72.785714,68.357143,67.642857,67.642857,64.357143,62.214286,64.928571,72.428571,74.642857,87.000000,94.214286,108.214286,124.357143,143.285714,158.928571,159.500000,160.714286,161.214286,160.428571,159.642857,159.000000,160.000000,159.285714,156.428571,152.071429,149.000000,148.285714,148.071429,147.500000
